candidate_id,query_name,generic_class,query_family,query_type,g_class,root_entity,collection_name,variant,design_pattern,benchmark_priority,embedded_entities,referenced_entities,materialized_entities,n_embedded_entities,n_referenced_entities,n_materialized_entities,DeltaRratio,query_update_volatility_score,max_observed_sharedness_score,physical_mapping_reliability,combined_document_design_risk_class,rationale,candidate_spec,candidate_spec_json
q2_company_with_industry_country_and_listed_securities__g1__embed_descriptors,Q2_CompanyWithIndustryCountryAndListedSecurities,QG2,Shallow rooted retrieval,select,G1,Corporation,corporations_with_descriptors,embed_descriptors,embedded_descriptors,primary,"['Industry', 'Country']",[],[],2,0,0,1.0,0.36299999999999993,0.2974182444061962,needs_review_no_observed_match,strong_read_candidate_low_maintenance_pressure,Embed descriptor entities close to the root because descriptor relationships are covered by the selected document depth.,"{'candidate_id': 'q2_company_with_industry_country_and_listed_securities__g1__embed_descriptors', 'query_name': 'Q2_CompanyWithIndustryCountryAndListedSecurities', 'g_class': 'G1', 'root_entity': 'Corporation', 'collection_name': 'corporations_with_descriptors', 'design_pattern': 'embedded_descriptors', 'embedded_entities': ['Industry', 'Country'], 'referenced_entities': [], 'materialized_entities': [], 'rationale': 'Embed descriptor entities close to the root because descriptor relationships are covered by the selected document depth.'}","{""candidate_id"": ""q2_company_with_industry_country_and_listed_securities__g1__embed_descriptors"", ""query_name"": ""Q2_CompanyWithIndustryCountryAndListedSecurities"", ""g_class"": ""G1"", ""root_entity"": ""Corporation"", ""collection_name"": ""corporations_with_descriptors"", ""design_pattern"": ""embedded_descriptors"", ""embedded_entities"": [""Industry"", ""Country""], ""referenced_entities"": [], ""materialized_entities"": [], ""rationale"": ""Embed descriptor entities close to the root because descriptor relationships are covered by the selected document depth.""}"
q2_company_with_industry_country_and_listed_securities__g3__association_references,Q2_CompanyWithIndustryCountryAndListedSecurities,QG2,Shallow rooted retrieval,select,G3,Corporation,corporations_with_references,association_references,association_references,primary,[],['ListedSecurity'],[],0,1,0,1.0,0.36299999999999993,0.2974182444061962,needs_review_no_observed_match,strong_read_candidate_low_maintenance_pressure,"Represent associative, ownership, or subtype links through references or small embedded summaries because these links may connect reusable or independently managed entities.","{'candidate_id': 'q2_company_with_industry_country_and_listed_securities__g3__association_references', 'query_name': 'Q2_CompanyWithIndustryCountryAndListedSecurities', 'g_class': 'G3', 'root_entity': 'Corporation', 'collection_name': 'corporations_with_references', 'design_pattern': 'association_references', 'embedded_entities': [], 'referenced_entities': ['ListedSecurity'], 'materialized_entities': [], 'rationale': 'Represent associative, ownership, or subtype links through references or small embedded summaries because these links may connect reusable or independently managed entities.'}","{""candidate_id"": ""q2_company_with_industry_country_and_listed_securities__g3__association_references"", ""query_name"": ""Q2_CompanyWithIndustryCountryAndListedSecurities"", ""g_class"": ""G3"", ""root_entity"": ""Corporation"", ""collection_name"": ""corporations_with_references"", ""design_pattern"": ""association_references"", ""embedded_entities"": [], ""referenced_entities"": [""ListedSecurity""], ""materialized_entities"": [], ""rationale"": ""Represent associative, ownership, or subtype links through references or small embedded summaries because these links may connect reusable or independently managed entities.""}"
q2_company_with_industry_country_and_listed_securities__g5__shared_targets_as_references,Q2_CompanyWithIndustryCountryAndListedSecurities,QG2,Shallow rooted retrieval,select,G5,Corporation,corporations_shared_refs,shared_targets_as_references,shared_target_reference_strategy,primary,[],"['Country', 'Industry', 'ListedSecurity']",[],0,3,0,1.0,0.36299999999999993,0.2974182444061962,needs_review_no_observed_match,strong_read_candidate_low_maintenance_pressure,Use references for shared target entities to avoid excessive duplication when the same target is reused by many source entities.,"{'candidate_id': 'q2_company_with_industry_country_and_listed_securities__g5__shared_targets_as_references', 'query_name': 'Q2_CompanyWithIndustryCountryAndListedSecurities', 'g_class': 'G5', 'root_entity': 'Corporation', 'collection_name': 'corporations_shared_refs', 'design_pattern': 'shared_target_reference_strategy', 'embedded_entities': [], 'referenced_entities': ['Country', 'Industry', 'ListedSecurity'], 'materialized_entities': [], 'rationale': 'Use references for shared target entities to avoid excessive duplication when the same target is reused by many source entities.'}","{""candidate_id"": ""q2_company_with_industry_country_and_listed_securities__g5__shared_targets_as_references"", ""query_name"": ""Q2_CompanyWithIndustryCountryAndListedSecurities"", ""g_class"": ""G5"", ""root_entity"": ""Corporation"", ""collection_name"": ""corporations_shared_refs"", ""design_pattern"": ""shared_target_reference_strategy"", ""embedded_entities"": [], ""referenced_entities"": [""Country"", ""Industry"", ""ListedSecurity""], ""materialized_entities"": [], ""rationale"": ""Use references for shared target entities to avoid excessive duplication when the same target is reused by many source entities.""}"
q2_company_with_industry_country_and_listed_securities__g7__update_aware_references,Q2_CompanyWithIndustryCountryAndListedSecurities,QG2,Shallow rooted retrieval,select,G7,Corporation,corporations_update_aware,update_aware_references,update_aware_reference_design,secondary_affected,"['Country', 'Industry']",['ListedSecurity'],[],2,1,0,1.0,0.36299999999999993,0.2974182444061962,needs_review_no_observed_match,strong_read_candidate_low_maintenance_pressure,Prefer references for update-volatile entities to reduce write amplification and document maintenance cost.,"{'candidate_id': 'q2_company_with_industry_country_and_listed_securities__g7__update_aware_references', 'query_name': 'Q2_CompanyWithIndustryCountryAndListedSecurities', 'g_class': 'G7', 'root_entity': 'Corporation', 'collection_name': 'corporations_update_aware', 'design_pattern': 'update_aware_reference_design', 'embedded_entities': ['Country', 'Industry'], 'referenced_entities': ['ListedSecurity'], 'materialized_entities': [], 'rationale': 'Prefer references for update-volatile entities to reduce write amplification and document maintenance cost.'}","{""candidate_id"": ""q2_company_with_industry_country_and_listed_securities__g7__update_aware_references"", ""query_name"": ""Q2_CompanyWithIndustryCountryAndListedSecurities"", ""g_class"": ""G7"", ""root_entity"": ""Corporation"", ""collection_name"": ""corporations_update_aware"", ""design_pattern"": ""update_aware_reference_design"", ""embedded_entities"": [""Country"", ""Industry""], ""referenced_entities"": [""ListedSecurity""], ""materialized_entities"": [], ""rationale"": ""Prefer references for update-volatile entities to reduce write amplification and document maintenance cost.""}"
q2_company_with_industry_country_and_listed_securities__g9__tradeoff_benchmark_candidate,Q2_CompanyWithIndustryCountryAndListedSecurities,QG2,Shallow rooted retrieval,select,G9,Corporation,corporations_tradeoff,tradeoff_benchmark_candidate,benchmark_tradeoff_alternative,secondary_affected,[],"['Country', 'Industry', 'ListedSecurity']",[],0,3,0,1.0,0.36299999999999993,0.2974182444061962,needs_review_no_observed_match,strong_read_candidate_low_maintenance_pressure,"Generate a benchmark-required trade-off candidate because the query has read-reduction potential together with update pressure, sharedness pressure, or mapping uncertainty.","{'candidate_id': 'q2_company_with_industry_country_and_listed_securities__g9__tradeoff_benchmark_candidate', 'query_name': 'Q2_CompanyWithIndustryCountryAndListedSecurities', 'g_class': 'G9', 'root_entity': 'Corporation', 'collection_name': 'corporations_tradeoff', 'design_pattern': 'benchmark_tradeoff_alternative', 'embedded_entities': [], 'referenced_entities': ['Country', 'Industry', 'ListedSecurity'], 'materialized_entities': [], 'rationale': 'Generate a benchmark-required trade-off candidate because the query has read-reduction potential together with update pressure, sharedness pressure, or mapping uncertainty.'}","{""candidate_id"": ""q2_company_with_industry_country_and_listed_securities__g9__tradeoff_benchmark_candidate"", ""query_name"": ""Q2_CompanyWithIndustryCountryAndListedSecurities"", ""g_class"": ""G9"", ""root_entity"": ""Corporation"", ""collection_name"": ""corporations_tradeoff"", ""design_pattern"": ""benchmark_tradeoff_alternative"", ""embedded_entities"": [], ""referenced_entities"": [""Country"", ""Industry"", ""ListedSecurity""], ""materialized_entities"": [], ""rationale"": ""Generate a benchmark-required trade-off candidate because the query has read-reduction potential together with update pressure, sharedness pressure, or mapping uncertainty.""}"
q3_securities_held_in_each_financial_service_account__control__normalized_reference_baseline,Q3_SecuritiesHeldInEachFinancialServiceAccount,QG3,Associative retrieval,select,CONTROL,FinancialServiceAccount,financial_service_accounts_normalized_baseline,normalized_reference_baseline,normalized_reference_baseline,control,[],"['Holding', 'ListedSecurity', 'Security']",[],0,3,0,1.0,0.799,0.2958825,needs_review_no_observed_match,strong_read_candidate_high_update_pressure,Control configuration. Keep related entities as independent collections connected by references.,"{'candidate_id': 'q3_securities_held_in_each_financial_service_account__control__normalized_reference_baseline', 'query_name': 'Q3_SecuritiesHeldInEachFinancialServiceAccount', 'g_class': 'CONTROL', 'root_entity': 'FinancialServiceAccount', 'collection_name': 'financial_service_accounts_normalized_baseline', 'design_pattern': 'normalized_reference_baseline', 'embedded_entities': [], 'referenced_entities': ['Holding', 'ListedSecurity', 'Security'], 'materialized_entities': [], 'rationale': 'Control configuration. Keep related entities as independent collections connected by references.'}","{""candidate_id"": ""q3_securities_held_in_each_financial_service_account__control__normalized_reference_baseline"", ""query_name"": ""Q3_SecuritiesHeldInEachFinancialServiceAccount"", ""g_class"": ""CONTROL"", ""root_entity"": ""FinancialServiceAccount"", ""collection_name"": ""financial_service_accounts_normalized_baseline"", ""design_pattern"": ""normalized_reference_baseline"", ""embedded_entities"": [], ""referenced_entities"": [""Holding"", ""ListedSecurity"", ""Security""], ""materialized_entities"": [], ""rationale"": ""Control configuration. Keep related entities as independent collections connected by references.""}"
q3_securities_held_in_each_financial_service_account__g2__embed_containment_children,Q3_SecuritiesHeldInEachFinancialServiceAccount,QG3,Associative retrieval,select,G2,FinancialServiceAccount,financial_service_accounts_with_containment,embed_containment_children,embedded_containment,primary,['Holding'],[],[],1,0,0,1.0,0.799,0.2958825,needs_review_no_observed_match,strong_read_candidate_high_update_pressure,Embed containment children because the query follows containment paths that can be represented as nested arrays or subdocuments.,"{'candidate_id': 'q3_securities_held_in_each_financial_service_account__g2__embed_containment_children', 'query_name': 'Q3_SecuritiesHeldInEachFinancialServiceAccount', 'g_class': 'G2', 'root_entity': 'FinancialServiceAccount', 'collection_name': 'financial_service_accounts_with_containment', 'design_pattern': 'embedded_containment', 'embedded_entities': ['Holding'], 'referenced_entities': [], 'materialized_entities': [], 'rationale': 'Embed containment children because the query follows containment paths that can be represented as nested arrays or subdocuments.'}","{""candidate_id"": ""q3_securities_held_in_each_financial_service_account__g2__embed_containment_children"", ""query_name"": ""Q3_SecuritiesHeldInEachFinancialServiceAccount"", ""g_class"": ""G2"", ""root_entity"": ""FinancialServiceAccount"", ""collection_name"": ""financial_service_accounts_with_containment"", ""design_pattern"": ""embedded_containment"", ""embedded_entities"": [""Holding""], ""referenced_entities"": [], ""materialized_entities"": [], ""rationale"": ""Embed containment children because the query follows containment paths that can be represented as nested arrays or subdocuments.""}"
q3_securities_held_in_each_financial_service_account__g3__association_references,Q3_SecuritiesHeldInEachFinancialServiceAccount,QG3,Associative retrieval,select,G3,FinancialServiceAccount,financial_service_accounts_with_references,association_references,association_references,primary,[],"['Security', 'ListedSecurity']",[],0,2,0,1.0,0.799,0.2958825,needs_review_no_observed_match,strong_read_candidate_high_update_pressure,"Represent associative, ownership, or subtype links through references or small embedded summaries because these links may connect reusable or independently managed entities.","{'candidate_id': 'q3_securities_held_in_each_financial_service_account__g3__association_references', 'query_name': 'Q3_SecuritiesHeldInEachFinancialServiceAccount', 'g_class': 'G3', 'root_entity': 'FinancialServiceAccount', 'collection_name': 'financial_service_accounts_with_references', 'design_pattern': 'association_references', 'embedded_entities': [], 'referenced_entities': ['Security', 'ListedSecurity'], 'materialized_entities': [], 'rationale': 'Represent associative, ownership, or subtype links through references or small embedded summaries because these links may connect reusable or independently managed entities.'}","{""candidate_id"": ""q3_securities_held_in_each_financial_service_account__g3__association_references"", ""query_name"": ""Q3_SecuritiesHeldInEachFinancialServiceAccount"", ""g_class"": ""G3"", ""root_entity"": ""FinancialServiceAccount"", ""collection_name"": ""financial_service_accounts_with_references"", ""design_pattern"": ""association_references"", ""embedded_entities"": [], ""referenced_entities"": [""Security"", ""ListedSecurity""], ""materialized_entities"": [], ""rationale"": ""Represent associative, ownership, or subtype links through references or small embedded summaries because these links may connect reusable or independently managed entities.""}"
q3_securities_held_in_each_financial_service_account__g4__deep_nested_path,Q3_SecuritiesHeldInEachFinancialServiceAccount,QG3,Associative retrieval,select,G4,FinancialServiceAccount,financial_service_accounts_deep_nested,deep_nested_path,deep_nested_document,primary,"['Holding', 'ListedSecurity', 'Security']",[],[],3,0,0,1.0,0.799,0.2958825,needs_review_no_observed_match,strong_read_candidate_high_update_pressure,Create a deep nested document following the query path because the query reaches entities at multiple conceptual depths.,"{'candidate_id': 'q3_securities_held_in_each_financial_service_account__g4__deep_nested_path', 'query_name': 'Q3_SecuritiesHeldInEachFinancialServiceAccount', 'g_class': 'G4', 'root_entity': 'FinancialServiceAccount', 'collection_name': 'financial_service_accounts_deep_nested', 'design_pattern': 'deep_nested_document', 'embedded_entities': ['Holding', 'ListedSecurity', 'Security'], 'referenced_entities': [], 'materialized_entities': [], 'rationale': 'Create a deep nested document following the query path because the query reaches entities at multiple conceptual depths.'}","{""candidate_id"": ""q3_securities_held_in_each_financial_service_account__g4__deep_nested_path"", ""query_name"": ""Q3_SecuritiesHeldInEachFinancialServiceAccount"", ""g_class"": ""G4"", ""root_entity"": ""FinancialServiceAccount"", ""collection_name"": ""financial_service_accounts_deep_nested"", ""design_pattern"": ""deep_nested_document"", ""embedded_entities"": [""Holding"", ""ListedSecurity"", ""Security""], ""referenced_entities"": [], ""materialized_entities"": [], ""rationale"": ""Create a deep nested document following the query path because the query reaches entities at multiple conceptual depths.""}"
q3_securities_held_in_each_financial_service_account__g5__shared_targets_as_references,Q3_SecuritiesHeldInEachFinancialServiceAccount,QG3,Associative retrieval,select,G5,FinancialServiceAccount,financial_service_accounts_shared_refs,shared_targets_as_references,shared_target_reference_strategy,primary,[],"['Holding', 'ListedSecurity', 'Security']",[],0,3,0,1.0,0.799,0.2958825,needs_review_no_observed_match,strong_read_candidate_high_update_pressure,Use references for shared target entities to avoid excessive duplication when the same target is reused by many source entities.,"{'candidate_id': 'q3_securities_held_in_each_financial_service_account__g5__shared_targets_as_references', 'query_name': 'Q3_SecuritiesHeldInEachFinancialServiceAccount', 'g_class': 'G5', 'root_entity': 'FinancialServiceAccount', 'collection_name': 'financial_service_accounts_shared_refs', 'design_pattern': 'shared_target_reference_strategy', 'embedded_entities': [], 'referenced_entities': ['Holding', 'ListedSecurity', 'Security'], 'materialized_entities': [], 'rationale': 'Use references for shared target entities to avoid excessive duplication when the same target is reused by many source entities.'}","{""candidate_id"": ""q3_securities_held_in_each_financial_service_account__g5__shared_targets_as_references"", ""query_name"": ""Q3_SecuritiesHeldInEachFinancialServiceAccount"", ""g_class"": ""G5"", ""root_entity"": ""FinancialServiceAccount"", ""collection_name"": ""financial_service_accounts_shared_refs"", ""design_pattern"": ""shared_target_reference_strategy"", ""embedded_entities"": [], ""referenced_entities"": [""Holding"", ""ListedSecurity"", ""Security""], ""materialized_entities"": [], ""rationale"": ""Use references for shared target entities to avoid excessive duplication when the same target is reused by many source entities.""}"
q3_securities_held_in_each_financial_service_account__g7__update_aware_references,Q3_SecuritiesHeldInEachFinancialServiceAccount,QG3,Associative retrieval,select,G7,FinancialServiceAccount,financial_service_accounts_update_aware,update_aware_references,update_aware_reference_design,secondary_affected,['Security'],"['FinancialServiceAccount', 'Holding', 'ListedSecurity']",[],1,3,0,1.0,0.799,0.2958825,needs_review_no_observed_match,strong_read_candidate_high_update_pressure,Prefer references for update-volatile entities to reduce write amplification and document maintenance cost.,"{'candidate_id': 'q3_securities_held_in_each_financial_service_account__g7__update_aware_references', 'query_name': 'Q3_SecuritiesHeldInEachFinancialServiceAccount', 'g_class': 'G7', 'root_entity': 'FinancialServiceAccount', 'collection_name': 'financial_service_accounts_update_aware', 'design_pattern': 'update_aware_reference_design', 'embedded_entities': ['Security'], 'referenced_entities': ['FinancialServiceAccount', 'Holding', 'ListedSecurity'], 'materialized_entities': [], 'rationale': 'Prefer references for update-volatile entities to reduce write amplification and document maintenance cost.'}","{""candidate_id"": ""q3_securities_held_in_each_financial_service_account__g7__update_aware_references"", ""query_name"": ""Q3_SecuritiesHeldInEachFinancialServiceAccount"", ""g_class"": ""G7"", ""root_entity"": ""FinancialServiceAccount"", ""collection_name"": ""financial_service_accounts_update_aware"", ""design_pattern"": ""update_aware_reference_design"", ""embedded_entities"": [""Security""], ""referenced_entities"": [""FinancialServiceAccount"", ""Holding"", ""ListedSecurity""], ""materialized_entities"": [], ""rationale"": ""Prefer references for update-volatile entities to reduce write amplification and document maintenance cost.""}"
q3_securities_held_in_each_financial_service_account__g9__tradeoff_benchmark_candidate,Q3_SecuritiesHeldInEachFinancialServiceAccount,QG3,Associative retrieval,select,G9,FinancialServiceAccount,financial_service_accounts_tradeoff,tradeoff_benchmark_candidate,benchmark_tradeoff_alternative,secondary_affected,[],"['Holding', 'ListedSecurity', 'Security', 'FinancialServiceAccount']",[],0,4,0,1.0,0.799,0.2958825,needs_review_no_observed_match,strong_read_candidate_high_update_pressure,"Generate a benchmark-required trade-off candidate because the query has read-reduction potential together with update pressure, sharedness pressure, or mapping uncertainty.","{'candidate_id': 'q3_securities_held_in_each_financial_service_account__g9__tradeoff_benchmark_candidate', 'query_name': 'Q3_SecuritiesHeldInEachFinancialServiceAccount', 'g_class': 'G9', 'root_entity': 'FinancialServiceAccount', 'collection_name': 'financial_service_accounts_tradeoff', 'design_pattern': 'benchmark_tradeoff_alternative', 'embedded_entities': [], 'referenced_entities': ['Holding', 'ListedSecurity', 'Security', 'FinancialServiceAccount'], 'materialized_entities': [], 'rationale': 'Generate a benchmark-required trade-off candidate because the query has read-reduction potential together with update pressure, sharedness pressure, or mapping uncertainty.'}","{""candidate_id"": ""q3_securities_held_in_each_financial_service_account__g9__tradeoff_benchmark_candidate"", ""query_name"": ""Q3_SecuritiesHeldInEachFinancialServiceAccount"", ""g_class"": ""G9"", ""root_entity"": ""FinancialServiceAccount"", ""collection_name"": ""financial_service_accounts_tradeoff"", ""design_pattern"": ""benchmark_tradeoff_alternative"", ""embedded_entities"": [], ""referenced_entities"": [""Holding"", ""ListedSecurity"", ""Security"", ""FinancialServiceAccount""], ""materialized_entities"": [], ""rationale"": ""Generate a benchmark-required trade-off candidate because the query has read-reduction potential together with update pressure, sharedness pressure, or mapping uncertainty.""}"
q4_companies_reached_from_person_through_account_holding_listed_security__control__normalized_reference_baseline,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,QG4,Deep traversal,select,CONTROL,Person,persons_normalized_baseline,normalized_reference_baseline,normalized_reference_baseline,control,[],"['FinancialServiceAccount', 'Holding', 'ListedSecurity', 'Corporation']",[],0,4,0,1.0,0.7984,0.2958825,needs_review_no_observed_match,strong_read_candidate_high_update_pressure,Control configuration. Keep related entities as independent collections connected by references.,"{'candidate_id': 'q4_companies_reached_from_person_through_account_holding_listed_security__control__normalized_reference_baseline', 'query_name': 'Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity', 'g_class': 'CONTROL', 'root_entity': 'Person', 'collection_name': 'persons_normalized_baseline', 'design_pattern': 'normalized_reference_baseline', 'embedded_entities': [], 'referenced_entities': ['FinancialServiceAccount', 'Holding', 'ListedSecurity', 'Corporation'], 'materialized_entities': [], 'rationale': 'Control configuration. Keep related entities as independent collections connected by references.'}","{""candidate_id"": ""q4_companies_reached_from_person_through_account_holding_listed_security__control__normalized_reference_baseline"", ""query_name"": ""Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity"", ""g_class"": ""CONTROL"", ""root_entity"": ""Person"", ""collection_name"": ""persons_normalized_baseline"", ""design_pattern"": ""normalized_reference_baseline"", ""embedded_entities"": [], ""referenced_entities"": [""FinancialServiceAccount"", ""Holding"", ""ListedSecurity"", ""Corporation""], ""materialized_entities"": [], ""rationale"": ""Control configuration. Keep related entities as independent collections connected by references.""}"
q4_companies_reached_from_person_through_account_holding_listed_security__g2__embed_containment_children,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,QG4,Deep traversal,select,G2,Person,persons_with_containment,embed_containment_children,embedded_containment,primary,['Holding'],[],[],1,0,0,1.0,0.7984,0.2958825,needs_review_no_observed_match,strong_read_candidate_high_update_pressure,Embed containment children because the query follows containment paths that can be represented as nested arrays or subdocuments.,"{'candidate_id': 'q4_companies_reached_from_person_through_account_holding_listed_security__g2__embed_containment_children', 'query_name': 'Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity', 'g_class': 'G2', 'root_entity': 'Person', 'collection_name': 'persons_with_containment', 'design_pattern': 'embedded_containment', 'embedded_entities': ['Holding'], 'referenced_entities': [], 'materialized_entities': [], 'rationale': 'Embed containment children because the query follows containment paths that can be represented as nested arrays or subdocuments.'}","{""candidate_id"": ""q4_companies_reached_from_person_through_account_holding_listed_security__g2__embed_containment_children"", ""query_name"": ""Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity"", ""g_class"": ""G2"", ""root_entity"": ""Person"", ""collection_name"": ""persons_with_containment"", ""design_pattern"": ""embedded_containment"", ""embedded_entities"": [""Holding""], ""referenced_entities"": [], ""materialized_entities"": [], ""rationale"": ""Embed containment children because the query follows containment paths that can be represented as nested arrays or subdocuments.""}"
q4_companies_reached_from_person_through_account_holding_listed_security__g3__association_references,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,QG4,Deep traversal,select,G3,Person,persons_with_references,association_references,association_references,primary,[],"['ListedSecurity', 'FinancialServiceAccount']",[],0,2,0,1.0,0.7984,0.2958825,needs_review_no_observed_match,strong_read_candidate_high_update_pressure,"Represent associative, ownership, or subtype links through references or small embedded summaries because these links may connect reusable or independently managed entities.","{'candidate_id': 'q4_companies_reached_from_person_through_account_holding_listed_security__g3__association_references', 'query_name': 'Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity', 'g_class': 'G3', 'root_entity': 'Person', 'collection_name': 'persons_with_references', 'design_pattern': 'association_references', 'embedded_entities': [], 'referenced_entities': ['ListedSecurity', 'FinancialServiceAccount'], 'materialized_entities': [], 'rationale': 'Represent associative, ownership, or subtype links through references or small embedded summaries because these links may connect reusable or independently managed entities.'}","{""candidate_id"": ""q4_companies_reached_from_person_through_account_holding_listed_security__g3__association_references"", ""query_name"": ""Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity"", ""g_class"": ""G3"", ""root_entity"": ""Person"", ""collection_name"": ""persons_with_references"", ""design_pattern"": ""association_references"", ""embedded_entities"": [], ""referenced_entities"": [""ListedSecurity"", ""FinancialServiceAccount""], ""materialized_entities"": [], ""rationale"": ""Represent associative, ownership, or subtype links through references or small embedded summaries because these links may connect reusable or independently managed entities.""}"
q4_companies_reached_from_person_through_account_holding_listed_security__g4__deep_nested_path,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,QG4,Deep traversal,select,G4,Person,persons_deep_nested,deep_nested_path,deep_nested_document,primary,"['Corporation', 'FinancialServiceAccount', 'Holding', 'ListedSecurity']",[],[],4,0,0,1.0,0.7984,0.2958825,needs_review_no_observed_match,strong_read_candidate_high_update_pressure,Create a deep nested document following the query path because the query reaches entities at multiple conceptual depths.,"{'candidate_id': 'q4_companies_reached_from_person_through_account_holding_listed_security__g4__deep_nested_path', 'query_name': 'Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity', 'g_class': 'G4', 'root_entity': 'Person', 'collection_name': 'persons_deep_nested', 'design_pattern': 'deep_nested_document', 'embedded_entities': ['Corporation', 'FinancialServiceAccount', 'Holding', 'ListedSecurity'], 'referenced_entities': [], 'materialized_entities': [], 'rationale': 'Create a deep nested document following the query path because the query reaches entities at multiple conceptual depths.'}","{""candidate_id"": ""q4_companies_reached_from_person_through_account_holding_listed_security__g4__deep_nested_path"", ""query_name"": ""Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity"", ""g_class"": ""G4"", ""root_entity"": ""Person"", ""collection_name"": ""persons_deep_nested"", ""design_pattern"": ""deep_nested_document"", ""embedded_entities"": [""Corporation"", ""FinancialServiceAccount"", ""Holding"", ""ListedSecurity""], ""referenced_entities"": [], ""materialized_entities"": [], ""rationale"": ""Create a deep nested document following the query path because the query reaches entities at multiple conceptual depths.""}"
q4_companies_reached_from_person_through_account_holding_listed_security__g5__shared_targets_as_references,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,QG4,Deep traversal,select,G5,Person,persons_shared_refs,shared_targets_as_references,shared_target_reference_strategy,primary,['Corporation'],"['FinancialServiceAccount', 'Holding', 'ListedSecurity']",[],1,3,0,1.0,0.7984,0.2958825,needs_review_no_observed_match,strong_read_candidate_high_update_pressure,Use references for shared target entities to avoid excessive duplication when the same target is reused by many source entities.,"{'candidate_id': 'q4_companies_reached_from_person_through_account_holding_listed_security__g5__shared_targets_as_references', 'query_name': 'Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity', 'g_class': 'G5', 'root_entity': 'Person', 'collection_name': 'persons_shared_refs', 'design_pattern': 'shared_target_reference_strategy', 'embedded_entities': ['Corporation'], 'referenced_entities': ['FinancialServiceAccount', 'Holding', 'ListedSecurity'], 'materialized_entities': [], 'rationale': 'Use references for shared target entities to avoid excessive duplication when the same target is reused by many source entities.'}","{""candidate_id"": ""q4_companies_reached_from_person_through_account_holding_listed_security__g5__shared_targets_as_references"", ""query_name"": ""Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity"", ""g_class"": ""G5"", ""root_entity"": ""Person"", ""collection_name"": ""persons_shared_refs"", ""design_pattern"": ""shared_target_reference_strategy"", ""embedded_entities"": [""Corporation""], ""referenced_entities"": [""FinancialServiceAccount"", ""Holding"", ""ListedSecurity""], ""materialized_entities"": [], ""rationale"": ""Use references for shared target entities to avoid excessive duplication when the same target is reused by many source entities.""}"
q4_companies_reached_from_person_through_account_holding_listed_security__g7__update_aware_references,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,QG4,Deep traversal,select,G7,Person,persons_update_aware,update_aware_references,update_aware_reference_design,secondary_affected,['Corporation'],"['Person', 'FinancialServiceAccount', 'Holding', 'ListedSecurity']",[],1,4,0,1.0,0.7984,0.2958825,needs_review_no_observed_match,strong_read_candidate_high_update_pressure,Prefer references for update-volatile entities to reduce write amplification and document maintenance cost.,"{'candidate_id': 'q4_companies_reached_from_person_through_account_holding_listed_security__g7__update_aware_references', 'query_name': 'Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity', 'g_class': 'G7', 'root_entity': 'Person', 'collection_name': 'persons_update_aware', 'design_pattern': 'update_aware_reference_design', 'embedded_entities': ['Corporation'], 'referenced_entities': ['Person', 'FinancialServiceAccount', 'Holding', 'ListedSecurity'], 'materialized_entities': [], 'rationale': 'Prefer references for update-volatile entities to reduce write amplification and document maintenance cost.'}","{""candidate_id"": ""q4_companies_reached_from_person_through_account_holding_listed_security__g7__update_aware_references"", ""query_name"": ""Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity"", ""g_class"": ""G7"", ""root_entity"": ""Person"", ""collection_name"": ""persons_update_aware"", ""design_pattern"": ""update_aware_reference_design"", ""embedded_entities"": [""Corporation""], ""referenced_entities"": [""Person"", ""FinancialServiceAccount"", ""Holding"", ""ListedSecurity""], ""materialized_entities"": [], ""rationale"": ""Prefer references for update-volatile entities to reduce write amplification and document maintenance cost.""}"
